index,w1,w2,count1,count2,total1,total2,isDuplicate
743.0,partner/ associate,partner / associate,33.0,123.0,374362.0,374362.0,1.0
,sex offenses,curfew,557.0,292.0,82958.0,82958.0,0.0
,pa,al,1005.0,820.0,21112.0,21112.0,0.0
,rio claro,waiheke island,5.0,10.0,129971.0,129971.0,0.0
,bahrain,south africa,1.0,2.0,73.0,73.0,0.0
,520,590,1180.0,1245.0,73590.0,73590.0,0.0
,at,lb,3720.0,1289.0,2483304.0,2483304.0,0.0
,e_316,e_pr,52.0,15.0,11106.0,11106.0,0.0
,np,sy,1623.0,10.0,151623.0,151623.0,0.0
,water utilities,research & consulting services,1.0,4.0,505.0,505.0,0.0
,z07,w06,33.0,33.0,2117.0,2117.0,0.0
,czech republic,latvia,193.0,165.0,8406.0,8406.0,0.0
,intergenic_variant,splice_donor_variant,14.0,539.0,65188.0,65188.0,0.0
,ethiopia,mozambique,5035.0,886.0,165808.0,165808.0,0.0
,the-south-loop-cashflow-meetup-group,free-nyc-events-free-new-york-workshops,12.0,5.0,5807.0,5807.0,0.0
,comunale di cornaredo,stade olympique,1.0,3.0,4572.0,4572.0,0.0
,"congo, republic of",argentina,383.0,1964.0,151623.0,151623.0,0.0
4334.0,kurhaus,kurhaus-saal,1.0,1.0,21607.0,21607.0,1.0
,embezzlement,liquor laws,265.0,1648.0,82958.0,82958.0,0.0
,industrials,energy,69.0,36.0,505.0,505.0,0.0
,860,40,557.0,4.0,61281.0,61281.0,0.0
,angola,germany,166.0,2610.0,191325.0,191325.0,0.0
,oj,wo,1.0,2.0,85881.0,85881.0,0.0
,krone,flt,212.0,1445.0,610676.0,610676.0,0.0
,nj,me,44095.0,9326.0,240579.0,240579.0,0.0
874.0,bichon frise cross,bichon frise cross,16.0,2.0,82545.0,82545.0,1.0
,united states,saint vincent and the grenadines,6093.0,16.0,671205.0,671205.0,0.0
,tunisia,united states of america,19.0,62.0,374362.0,374362.0,0.0
,wood frame (5),constr type 1,114382.0,27841.0,198900.0,198900.0,0.0
,madagascar,latvia,368.0,208.0,73645.0,73645.0,0.0
,ku,mi,4.0,2.0,85881.0,85881.0,0.0
,932,300,886.0,2.0,61281.0,61281.0,0.0
94.0,nc,north carolina,2295.0,1283.0,374362.0,374362.0,1.0
,sales jobs,accountancy qualified jobs,1855.0,1836.0,50000.0,50000.0,0.0
,36,"china, macao special administrative region",1.0,1474.0,191325.0,191325.0,0.0
,ne,mi,104.0,26.0,11106.0,11106.0,0.0
1099.0,griffin bruxellois x,griffon bruxellois x,3.0,4.0,82545.0,82545.0,1.0
,netherlands,swaziland,15955.0,3077.0,1189482.0,1189482.0,0.0
4162.0,red/black,black/red,22.0,15.0,82545.0,82545.0,1.0
1003.0,dalmation,dalmatian,116.0,128.0,82545.0,82545.0,1.0
,cote d'ivoire,viet nam,11.0,6.0,2772.0,2772.0,0.0
,op,912,42.0,893.0,70964.0,70964.0,0.0
,afghanistan,burkina faso,48.0,1.0,1973.0,1973.0,0.0
52.0,dc,district of columbia,2403.0,1597.0,374362.0,374362.0,1.0
,"income survey (is), 2014","priority survey (ps), 2011/12",1.0,1.0,263.0,263.0,0.0
997.0,dachshund - miniature,dachshund (miniature),45.0,53.0,82545.0,82545.0,1.0
,152,660,3.0,932.0,70964.0,70964.0,0.0
,al,ga,1.0,1.0,52.0,52.0,0.0
,crstn-kenilwth,boise,951.0,476.0,73590.0,73590.0,0.0
,bridgeton,woodlawn,73.0,349.0,61497.0,61497.0,0.0
,poland,romania,15.0,12.0,4572.0,4572.0,0.0
,construction,hotels_and_restaurants,10852.0,5912.0,223379.0,223379.0,0.0
,04j,02e,2926.0,4.0,399918.0,399918.0,0.0
,lebanon,us,35.0,54504.0,129971.0,129971.0,0.0
,saudi arabia,barbados,66.0,59.0,374362.0,374362.0,0.0
,me,ar,6.0,17.0,910.0,910.0,0.0
,te,5c,4.0,1.0,24957.0,24957.0,0.0
,j06,m05,29.0,10.0,1420.0,1420.0,0.0
,disorderly conduct,prostitution,3941.0,431.0,82958.0,82958.0,0.0
,prep,end,51.0,21.0,565.0,565.0,0.0
,pa,new jersey,36.0,18.0,910.0,910.0,0.0
,"public administration and defence, education, human health and social work activities (o+p+q)",public administration and defence; compulsory social security (o),6268.0,10993.0,320551.0,320551.0,0.0
,alc2_3,tob4_0,1625.0,162.0,403984.0,403984.0,0.0
,gambling,motor vehicle theft,7.0,5802.0,80256.0,80256.0,0.0
,"controller, state",employment development department,905.0,3412.0,346018.0,346018.0,0.0
,british virgin islands,republic of moldova,414.0,234.0,81106.0,81106.0,0.0
,tn,mo,20988.0,13349.0,943111.0,943111.0,0.0
,rich,hayw,208998.0,214570.0,9971582.0,9971582.0,0.0
,"transport, storage and communications",financial intermediation,10808.0,6084.0,225363.0,225363.0,0.0
,nm,ia,15.0,15.0,626.0,626.0,0.0
,op,520,61.0,808.0,63279.0,63279.0,0.0
,united states of america,luxembourg,250.0,150.0,8406.0,8406.0,0.0
3640.0,home,homes,3.0,3.0,34857.0,34857.0,1.0
,"excludes education, human health and social work activities",includes taxes less subsidies on production and imports.,1.0,27.0,68023.0,68023.0,0.0
,sub-saharan africa,middle east & north africa,48.0,21.0,263.0,263.0,0.0
,ct,oh,1.0,1.0,52.0,52.0,0.0
,vt,dc,1623.0,4789.0,943111.0,943111.0,0.0
,frnt bldg,bsm office,9.0,1.0,198900.0,198900.0,0.0
,serbia and montenegro,tonga,2726.0,1870.0,1189482.0,1189482.0,0.0
,00677-1098,00659-9200,1.0,1.0,1351.0,1351.0,0.0
765.0,pdte.,pdte,1.0,12.0,374362.0,374362.0,1.0
,andorra,cayman islands,1.0,3.0,374362.0,374362.0,0.0
,yellow,buff,1.0,4.0,29421.0,29421.0,0.0
132.0,va,va,5284.0,2734.0,374362.0,374362.0,1.0
,bayf,wdub,73851.0,52651.0,3313625.0,3313625.0,0.0
,gu,ca,55.0,117835.0,943111.0,943111.0,0.0
,rape,motor vehicle theft,248.0,4583.0,73590.0,73590.0,0.0
,refers to professional and business services.,statistical discrepancy between gross domestic product by production and expenditure approach.,2.0,1.0,68023.0,68023.0,0.0
4057.0,brown & black,brown/black,78.0,133.0,82545.0,82545.0,1.0
,sylvan-highlnds,homestead,75.0,222.0,61281.0,61281.0,0.0
,"china, people's republic of",turkey,414.0,414.0,81106.0,81106.0,0.0
,intermediary_of,same_id_as,4063.0,2.0,364456.0,364456.0,0.0
,cayman islands,canada,368.0,414.0,81106.0,81106.0,0.0
,italy,luxembourg,19540.0,6.0,129971.0,129971.0,0.0
4509.0,social welfare,social work,2.0,6.0,31212.0,31212.0,1.0
,germany,austria,2452.0,3057.0,150930.0,150930.0,0.0
,sound studio,storage tanks,18.0,6.0,198900.0,198900.0,0.0
,china/old town,gresham - wilkes east,2966.0,85.0,63279.0,63279.0,0.0
,chad,slovenia,412.0,234.0,81106.0,81106.0,0.0
,fl,rhode island,571.0,26.0,7930.0,7930.0,0.0
,x09,w01,33.0,33.0,2150.0,2150.0,0.0
,vt,me,60.0,98.0,21112.0,21112.0,0.0
,duii,stolen property,2060.0,72.0,64618.0,64618.0,0.0
,w12b,x10,1.0,33.0,2150.0,2150.0,0.0
,education_health_and_social_work_other_community_social_and_personal_services,real_estate_renting_and_business_activities,9963.0,6167.0,223379.0,223379.0,0.0
,zambia,rwanda,1289.0,633.0,165808.0,165808.0,0.0
,west virginia,mn,151.0,463.0,21112.0,21112.0,0.0
,610,110,751.0,7.0,61281.0,61281.0,0.0
,portugal,estonia,183.0,175.0,8406.0,8406.0,0.0
,"professional, scientific and technical activities",transportation and storage,1041.0,1372.0,61626.0,61626.0,0.0
,ne,new mexico,7779.0,7680.0,403984.0,403984.0,0.0
,ee,nz,30.0,26095.0,2483304.0,2483304.0,0.0
,multifamily dwelling,manufactured housing,1656.0,14504.0,466566.0,466566.0,0.0
,or,wv,26.0,26.0,11106.0,11106.0,0.0
,bmu;bra,kaz,3.0,1.0,24957.0,24957.0,0.0
,copd4_0,old3_1,4350.0,1740.0,403984.0,403984.0,0.0
,tn,ca,48.0,240.0,2720.0,2720.0,0.0
,nampa,chicago ridge,1.0,1.0,24591.0,24591.0,0.0
,hi,fl,1.0,1.0,52.0,52.0,0.0
,emergency,out of service,1004.0,803.0,2799914.0,2799914.0,0.0
,962,352,1433.0,1.0,73590.0,73590.0,0.0
,cm,ar,601.0,1964.0,151623.0,151623.0,0.0
,aggravated assault,"assault, simple",1847.0,4144.0,63279.0,63279.0,0.0
,lkos - mountain park,marshall park,1.0,26.0,73590.0,73590.0,0.0
,ca,dallas,32.0,16.0,2720.0,2720.0,0.0
,st thomas,mexico,173.0,15.0,1973.0,1973.0,0.0
90.0,mo,mo,639.0,414.0,374362.0,374362.0,1.0
,turkey,croatia,1.0,1.0,20.0,20.0,0.0
525.0,"assistant general counsel, the ohio state universi","assistant general counsel, the ohio state univ.",3.0,22.0,374362.0,374362.0,1.0
,141,560,13.0,1222.0,73590.0,73590.0,0.0
4404.0,"miller theatre, columbia university",miller auditorium,2.0,1.0,21607.0,21607.0,1.0
,agriculture,general financial inclusion,300.0,13679.0,15736.0,15736.0,0.0
,smoke-free air act / re-inspection,calorie posting / second compliance inspection,1605.0,6.0,399918.0,399918.0,0.0
,steel,grass,22.0,25.0,800.0,800.0,0.0
,can10_2,copd2_0,156.0,4350.0,403984.0,403984.0,0.0
,"19,35",106,2.0,22.0,595971.0,595971.0,0.0
,swaziland,cameroon,106.0,650.0,151623.0,151623.0,0.0
331.0,ny,new york,12586.0,15489.0,374362.0,374362.0,1.0
,madison south,reed,786.0,234.0,63279.0,63279.0,0.0
,"exposition and state fair, california",governor's office of business and economic development,140.0,108.0,346018.0,346018.0,0.0
294.0,ky,ky,937.0,739.0,374362.0,374362.0,1.0
,"5,9","5,4",5.0,8.0,258.0,258.0,0.0
,hldcsh,105,1.0,52.0,11106.0,11106.0,0.0
3659.0,walsh,walshe,5.0,62.0,34857.0,34857.0,1.0
,"9,10",12,1.0,30.0,100048.0,100048.0,0.0
,2 family dwelling,moving & storage,20987.0,30.0,198900.0,198900.0,0.0
,maribyrnong city council,port phillip city council,1451.0,1280.0,34857.0,34857.0,0.0
,"including government services and ngos.""","social and personal services"".",1.0,1.0,223379.0,223379.0,0.0
1439.0,white swiss shepard,white swiss shepherd,1.0,6.0,82545.0,82545.0,1.0
678.0,in house counsel,in house counsel for employer,10.0,1.0,374362.0,374362.0,1.0
,al,la,3.0,5.0,558.0,558.0,0.0
,cu,cw,19.0,1.0,24957.0,24957.0,0.0
,europe and central asia,africa,30458.0,39926.0,151623.0,151623.0,0.0
,species,phylum,172147.0,77066.0,513373.0,513373.0,0.0
,sports & recreation,music,26.0,19.0,602.0,602.0,0.0
,champaign county,dallas county,1.0,1.0,910.0,910.0,0.0
,or,id,32.0,16.0,2720.0,2720.0,0.0
,new mexico,tn,24.0,24.0,1224.0,1224.0,0.0
,first round,group d,9.0,48.0,4572.0,4572.0,0.0
,"6,7",5,17.0,475.0,191325.0,191325.0,0.0
,la,es,4.0,2.0,3122.0,3122.0,0.0
,610,882,682.0,535.0,61779.0,61779.0,0.0
,2,29,185.0,5.0,191325.0,191325.0,0.0
,mo,tn,13349.0,20988.0,943111.0,943111.0,0.0
,costume designer,alto,21.0,199.0,56194.0,56194.0,0.0
,ks,al,55.0,181.0,7930.0,7930.0,0.0
,hungary,south sudan,286.0,2.0,374362.0,374362.0,0.0
,r1z4,z03,33.0,33.0,2117.0,2117.0,0.0
,senegal,sierra leone,24.0,6.0,515738.0,515738.0,0.0
,mt tabor,grant park,509.0,263.0,61281.0,61281.0,0.0
,economic_affairs,equals_general_government_final_consumption_expenditure,4338.0,6853.0,48269.0,48269.0,0.0
,afg,zmb,1.0,124.0,15736.0,15736.0,0.0
,russell,woodlawn,399.0,513.0,70964.0,70964.0,0.0
1264.0,poodle (standard) x,poodle standard x,451.0,1.0,82545.0,82545.0,1.0
,movies for grownups award,critics choice award,3.0,6.0,331.0,331.0,0.0
,alameda,brentwd-darlngt,168.0,794.0,61281.0,61281.0,0.0
,samoa,sao tome and principe,1.0,1.0,269.0,269.0,0.0
,corbières-boutenac,sainte-foy bordeaux,9.0,6.0,129971.0,129971.0,0.0
490.0,senior associate attorney,sr. associate attorney,912.0,38.0,374362.0,374362.0,1.0
,mt,united states,7386.0,2568.0,403984.0,403984.0,0.0
3925.0,"northbrook, il","northbrook, il 60062",2.0,3.0,22000.0,22000.0,1.0
,eyravallen,citrus bowl,1.0,5.0,4572.0,4572.0,0.0
,creole/cajun,pancakes/waffles,76.0,244.0,399918.0,399918.0,0.0
,djibouti,senegal,534.0,1376.0,151623.0,151623.0,0.0
,grechetto,muscat hamburg,15.0,4.0,129971.0,129971.0,0.0
,reed,argay,203.0,499.0,61779.0,61779.0,0.0
,vt,ne,60.0,226.0,21112.0,21112.0,0.0
,admin secretarial pa jobs,security safety jobs,1799.0,660.0,50000.0,50000.0,0.0
,"core welfare indicator questionnaire survey (cwiq)/integrated household survey (ihs), 2005","integrated household survey (ihs), 2008/09",1.0,1.0,263.0,263.0,0.0
,sf-marketing-technology-and-analytics-meetup,gotostartups,1.0,12.0,5807.0,5807.0,0.0
,z14a,w14,1.0,33.0,2150.0,2150.0,0.0
,951,981,1633.0,1034.0,80256.0,80256.0,0.0
,il,to,3.0,1.0,161.0,161.0,0.0
,israel,azerbaijan,190.0,1945.0,671205.0,671205.0,0.0
157.0,ct,ct,1422.0,1967.0,374362.0,374362.0,1.0
,niger,kuwait,46.0,46.0,9234.0,9234.0,0.0
,ne,mt,4.0,7.0,910.0,910.0,0.0
,live voice,prerecorded voice,151932.0,223245.0,943111.0,943111.0,0.0
,kenya,puerto rico,1519.0,1519.0,401016.0,401016.0,0.0
,libya,djibouti,46.0,46.0,9237.0,9237.0,0.0
,imports_of_goods,acquisitions_less_disposals_of_valuables,8041.0,2512.0,191325.0,191325.0,0.0
,bmu;idn;usa,bmu;cym;hkg,1.0,1.0,24957.0,24957.0,0.0
,pleasanton,kihei,1.0,1.0,24591.0,24591.0,0.0
,irvington,russell,421.0,322.0,61281.0,61281.0,0.0
,curfew,duii,307.0,2075.0,80256.0,80256.0,0.0
,mas,van,1.0,1.0,842.0,842.0,0.0
,"germany, federal republic of",united kingdom,253.0,924.0,48269.0,48269.0,0.0
,col,png,1519.0,1519.0,401016.0,401016.0,0.0
,r1z8,y12b,33.0,1.0,2117.0,2117.0,0.0
,sll,jod,5414.0,4175.0,671205.0,671205.0,0.0
,tea,blr,1.0,1.0,269.0,269.0,0.0
,internet (voip),broadcast,48397.0,29544.0,943111.0,943111.0,0.0
,senegal,new caledonia,368.0,368.0,73646.0,73646.0,0.0
,hhd,rntocc,34.0,5.0,11106.0,11106.0,0.0
,tp,7x,670.0,22.0,151623.0,151623.0,0.0
,apache/2.4.6 (centos) mod_fcgid/2.3.9 php/5.6.30,apache/1.3.37 (unix) mod_perl/1.29 mod_ssl/2.8.28 openssl/0.9.7e-p1,1.0,1.0,1781.0,1781.0,0.0
,st. vincent and the grenadines,kenya,135.0,1400.0,151623.0,151623.0,0.0
,exports_of_services,imports_of_goods,9155.0,9235.0,188939.0,188939.0,0.0
3879.0,retail; rental services; restaurant/food services,retailrental servicesrestaurant/food services,1.0,4.0,22000.0,22000.0,1.0
4418.0,coliseum theater,coliseum theatre,6.0,6.0,806179.0,806179.0,1.0
3994.0,black/tan,black & tan,2186.0,937.0,82545.0,82545.0,1.0
315.0,northern mariana islands,mp,22.0,51.0,374362.0,374362.0,1.0
297.0,la,la,526.0,700.0,374362.0,374362.0,1.0
,me,md,15.0,6.0,626.0,626.0,0.0
,lloyd,beaverton - five oaks,1941.0,1.0,70964.0,70964.0,0.0
,real estate activities (l),construction (f),13684.0,14295.0,320551.0,320551.0,0.0
,b-systematic,b-no class,6655.0,40.0,667075.0,667075.0,0.0
,recruitment consultancy jobs,purchasing jobs,1747.0,1045.0,50000.0,50000.0,0.0
,montenegro,serbia,2.0,14.0,150930.0,150930.0,0.0
,17/08/2012,19/10/2012,45.0,45.0,8190.0,8190.0,0.0
,birman,domestic mediumhair,2.0,2454.0,29421.0,29421.0,0.0
,general financial inclusion,other,4641.0,217.0,4861.0,4861.0,0.0
,r4w1,r1z5,33.0,33.0,2117.0,2117.0,0.0
,caught and bowled,obstructing the field,211.0,1.0,150460.0,150460.0,0.0
,nicaragua,guyana,3231.0,317.0,151623.0,151623.0,0.0
,annual membership,annual membership (indy - pacers bikeshare ),354.0,10.0,649231.0,649231.0,0.0
,"ngos and un peacekeeping operations.""",equals: gross domestic product,1.0,12731.0,225363.0,225363.0,0.0
,151,hp2,17.0,4.0,63279.0,63279.0,0.0
,922,355,752.0,1.0,61281.0,61281.0,0.0
,montserrat,french polynesia,2576.0,106.0,884244.0,884244.0,0.0
354.0,va,va,6613.0,5437.0,374362.0,374362.0,1.0
,play-off for third place,group b,2.0,60.0,4572.0,4572.0,0.0
,australian grand prix,turkish grand prix,34.0,7.0,997.0,997.0,0.0
,madison south,concordia,667.0,502.0,61281.0,61281.0,0.0
,tanzania,argentina,58.0,517.0,515738.0,515738.0,0.0
286.0,id,id,336.0,312.0,374362.0,374362.0,1.0
,imports of goods and services,exports of goods and services,9192.0,9213.0,81106.0,81106.0,0.0
3888.0,advertising and pr servicesmanagement consulting servicesother/not classified,advertising and pr services management consulting services other/not classified,4.0,2.0,22000.0,22000.0,1.0
,wy,ma,11.0,316.0,10621.0,10621.0,0.0
,german dr,scotland,3.0,14.0,4572.0,4572.0,0.0
36.0,trujillo alto,trujillo altl,8.0,1.0,1351.0,1351.0,1.0
,germany fr,wales,43.0,1.0,4572.0,4572.0,0.0
,germany,austria,250.0,221.0,8406.0,8406.0,0.0
,exports_of_goods,plus_statistical_discrepancy,9268.0,4773.0,188939.0,188939.0,0.0
230.0,ri,rhode island,353.0,193.0,374362.0,374362.0,1.0
,turkish angora,domestic shorthair/domestic shorthair,5.0,1.0,29421.0,29421.0,0.0
651.0,gm,general manager,1.0,1.0,374362.0,374362.0,1.0
,niagara escarpment,vin de pays du gard,6.0,4.0,129971.0,129971.0,0.0
,ky,vt,1.0,1.0,52.0,52.0,0.0
,marshall park,lkos - mountain park,26.0,1.0,73590.0,73590.0,0.0
,rock,electric,14.0,6.0,800.0,800.0,0.0
,closed captioning on tv,pirate radio,835.0,2006.0,943111.0,943111.0,0.0
,bug,ice,5.0,15.0,801.0,801.0,0.0
,mining and oil and gas services,service industry machinery and equipment and supplies,1051.0,1658.0,346018.0,346018.0,0.0
,926,466,2.0,15.0,10001.0,10001.0,0.0
3951.0,retailtelecommunications servicesbusiness services - other,retail telecommunications services business services - other,1.0,1.0,22000.0,22000.0,1.0
,afghanistan,turks and caicos islands,368.0,368.0,72485.0,72485.0,0.0
,feteasca,encruzado,2.0,39.0,129971.0,129971.0,0.0
,zwe,cod,1.0,1.0,269.0,269.0,0.0
271.0,ct,ct,1663.0,2034.0,374362.0,374362.0,1.0
,disorderly conduct,kidnap,3988.0,43.0,80256.0,80256.0,0.0
,exports_of_goods_and_services,household_consumption_expenditure_including_non_profit_institutions_serving_households,9213.0,9188.0,80583.0,80583.0,0.0
4489.0,parents-of-teenagers,parents-of-teens,1.0,3.0,31212.0,31212.0,1.0
,14,"20,21",8.0,2.0,100048.0,100048.0,0.0
,energy jobs,media digital creative jobs,650.0,915.0,50000.0,50000.0,0.0
3866.0,"redmond, wa","redmond, wa 98052",6.0,1.0,22000.0,22000.0,1.0
,bahrain,morocco/western sahara,5.0,8.0,1518.0,1518.0,0.0
,chad,egypt,46.0,46.0,9234.0,9234.0,0.0
,dominican republic,euro area,1.0,1.0,269.0,269.0,0.0
,580,116,1208.0,1.0,73590.0,73590.0,0.0
,domestic_liabilities,budgetary_central_government_net_worth,3878.0,5926.0,884244.0,884244.0,0.0
,300,141,2.0,11.0,64618.0,64618.0,0.0
,e_hvr,e_rvr,1.0,1.0,11106.0,11106.0,0.0
,w11b,z04,3.0,33.0,2150.0,2150.0,0.0
,800,354,502.0,1.0,63279.0,63279.0,0.0
,atlanta film festival,iowa film critics awards,1.0,1.0,331.0,331.0,0.0
,central victoria,okanagan valley,7.0,96.0,150930.0,150930.0,0.0
,hun,mic,1.0,1.0,269.0,269.0,0.0
,miscellaneous,construction supervision,3933.0,3924.0,151623.0,151623.0,0.0
1178.0,lowchen,lowchen,2.0,1.0,82545.0,82545.0,1.0
4498.0,roleplaying-games-rpgs,role-playing-games-rpgs,47.0,18.0,31212.0,31212.0,1.0
,democratic republic of the congo,republic of moldova,225.0,393.0,191325.0,191325.0,0.0
,tls,ken,34.0,593.0,15736.0,15736.0,0.0
,a1050000000wf1h,a1050000002zoqz,100.0,4.0,4861.0,4861.0,0.0
,ghost,flying,27.0,3.0,801.0,801.0,0.0
,broadcasting & cable tv,motorcycle manufacturers,5.0,1.0,505.0,505.0,0.0
,buckman-west,woodstock,1249.0,811.0,82958.0,82958.0,0.0
,"water resources, department of","conservation corps, california",28331.0,1733.0,346018.0,346018.0,0.0
,850,951,1724.0,1639.0,73590.0,73590.0,0.0
,financial_intermediation_real_estate_renting_and_business_activities,education,10787.0,4698.0,225363.0,225363.0,0.0
,montenegro,sweden,208.0,368.0,73646.0,73646.0,0.0
1207.0,munsterlander,musterlander,6.0,8.0,82545.0,82545.0,1.0
,canada,cuba,1.0,2.0,4572.0,4572.0,0.0
,ct,jm,1.0,1.0,161.0,161.0,0.0
,ma,west virginia,1128.0,150.0,48722.0,48722.0,0.0
,va,fl,485.0,970.0,21112.0,21112.0,0.0
,turkmenistan,nepal,1.0,1.0,155.0,155.0,0.0
,bronze wrangler,contribution to cinematic imagery award,2.0,1.0,331.0,331.0,0.0
,alfs award,hugo,2.0,7.0,331.0,331.0,0.0
,british virgin islands,el salvador,46.0,46.0,9234.0,9234.0,0.0
,sfia,pitt,267111.0,216556.0,9971582.0,9971582.0,0.0
,rosé,zelen,3564.0,1.0,129971.0,129971.0,0.0
,28,22,5.0,9.0,100048.0,100048.0,0.0
,white,asian,204.0,7.0,466566.0,466566.0,0.0
,general_government_final_consumption_expenditure,final_consumption_expenditure,9188.0,9234.0,80583.0,80583.0,0.0
,va,oh,123.0,382.0,7930.0,7930.0,0.0
,elbling,sacy,6.0,1.0,150930.0,150930.0,0.0
,107,014g,102.0,7.0,198900.0,198900.0,0.0
,rock,oakl,203219.0,149759.0,9971582.0,9971582.0,0.0
,usa,germany fr,1.0,1.0,20.0,20.0,0.0
,mansois,xarel-lo,6.0,26.0,150930.0,150930.0,0.0
605.0,consultant,consultant,5.0,6.0,374362.0,374362.0,1.0
,administrative miscellaneous / reopening inspection,smoke-free air act / initial inspection,76.0,4107.0,399918.0,399918.0,0.0
,construction,plus: taxes less subsidies on products,2751.0,3314.0,61626.0,61626.0,0.0
,brachetto,merlot-cabernet,15.0,11.0,129971.0,129971.0,0.0
,linnton,mt tabor,109.0,479.0,61779.0,61779.0,0.0
,520,162,1300.0,76.0,82958.0,82958.0,0.0
,white,american indian or alaska native,1403.0,34.0,466566.0,466566.0,0.0
,health,other,2.0,338.0,15736.0,15736.0,0.0
,i-identifier,i-multiple,47.0,576.0,571153.0,571153.0,0.0
,british virgin islands,former sudan,368.0,304.0,73645.0,73645.0,0.0
,palestine,côte d'ivoire,2.0,1.0,59228.0,59228.0,0.0
,oh,wa,15.0,15.0,626.0,626.0,0.0
,fairvaluechange_realestate,actives_tot,1.0,1.0,280.0,280.0,0.0
,liechtenstein,cocos k i,20.0,2.0,515738.0,515738.0,0.0
,south dakota,de,1.0,1.0,52.0,52.0,0.0
,training jobs,customer service jobs,161.0,1548.0,50000.0,50000.0,0.0
,e_101,e_mmths,52.0,1.0,11106.0,11106.0,0.0
,manufacturing_isic_d,construction_isic_f,9192.0,9234.0,73646.0,73646.0,0.0
,real_estate_activities_l,information_and_communication_j,13701.0,14098.0,320551.0,320551.0,0.0
,a,y,65873.0,47159.0,374362.0,374362.0,0.0
,low income,upper middle income,31.0,56.0,263.0,263.0,0.0
,serbia,sri lanka,1126.0,200.0,61626.0,61626.0,0.0
3885.0,"atlanta, ga 30301","atlanta, ga",1.0,4.0,22000.0,22000.0,1.0
535.0,"associate, attorney at law","associate, attorney at law",2.0,76.0,374362.0,374362.0,1.0
3633.0,croydon,croydon,1.0,133.0,34857.0,34857.0,1.0
,bs,ci,10.0,5.0,2483304.0,2483304.0,0.0
,3,110,3.0,4.0,61497.0,61497.0,0.0
429.0,de,de,831.0,868.0,374362.0,374362.0,1.0
,namibia,29,377.0,1.0,100048.0,100048.0,0.0
,moroccan,filipino,264.0,663.0,399918.0,399918.0,0.0
1319.0,schnauzer (miniature),schnauzer - miniature,66.0,85.0,82545.0,82545.0,1.0
138.0,west virginia,wv,2.0,1.0,374362.0,374362.0,1.0
,590,881,1256.0,897.0,80256.0,80256.0,0.0
4487.0,dance-dance-dance,dancing,4.0,477.0,31212.0,31212.0,1.0
,cym;deu,bmu;isl,5.0,2.0,24957.0,24957.0,0.0
,pts,ko,108070.0,70940.0,387427.0,387427.0,0.0
,"1,6,7","10,20",5.0,7.0,227092.0,227092.0,0.0
753.0,"partner, baird holm llp",partner of the firm,1.0,6.0,374362.0,374362.0,1.0
,liechtenstein,viet nam,414.0,414.0,79422.0,79422.0,0.0
,vandalism,burglary,6356.0,6041.0,80256.0,80256.0,0.0
,forgery,trespass,2075.0,5058.0,80256.0,80256.0,0.0
310.0,mo,mo,1746.0,1617.0,374362.0,374362.0,1.0
126.0,tn,tn,404.0,251.0,374362.0,374362.0,1.0
,"10,11","3,24",7.0,3.0,227092.0,227092.0,0.0
,changes_in_inventories,gross_domestic_product_gdp,7481.0,9234.0,81106.0,81106.0,0.0
,hollywood movie of the year,kcfcc award,1.0,6.0,331.0,331.0,0.0
,24/12/2010,09/04/2010,45.0,45.0,8190.0,8190.0,0.0
,n,y,28.0,185.0,374362.0,374362.0,0.0
,accommodation_and_food_service_activities,crop_and_animal_production_hunting_and_related_service_activities,1316.0,898.0,61626.0,61626.0,0.0
,sc,va,32.0,48.0,2720.0,2720.0,0.0
,a1050000000qbwq,a1050000005zfps,15.0,24.0,4861.0,4861.0,0.0
,consumer staples,telecommunications services,37.0,5.0,505.0,505.0,0.0
,other_hydrocarbons,refinery_feedstocks,1962.0,5696.0,1189482.0,1189482.0,0.0
,orh,dia,7593.0,67342.0,403984.0,403984.0,0.0
,r1w6,r1x8,33.0,33.0,2117.0,2117.0,0.0
517.0,assisstant,assistant,1.0,18.0,374362.0,374362.0,1.0
,00958-1228,00718-0668,1.0,1.0,1351.0,1351.0,0.0
,wednesday,tuesday,3833.0,4473.0,29421.0,29421.0,0.0
4062.0,grey /white,grey/white,189.0,145.0,82545.0,82545.0,1.0
216.0,nm,new mexico,321.0,208.0,374362.0,374362.0,1.0
,w60,922,2.0,864.0,64618.0,64618.0,0.0
4504.0,web technology,web & new technology,852.0,7.0,31212.0,31212.0,1.0
,malaysia,nepal,3.0,2.0,1973.0,1973.0,0.0
4329.0,"human resources, training, and labor relations specialists, all other","human resources, training, and labor relations specialists, all other*",5.0,105.0,374362.0,374362.0,1.0
,prep,end,11.0,31.0,740.0,740.0,0.0
,b.8g,b.1*g,10253.0,12487.0,215337.0,215337.0,0.0
1187.0,maltese cross,maltese cross,98.0,561.0,82545.0,82545.0,1.0
334.0,ok,ok,438.0,409.0,374362.0,374362.0,1.0
,bourgogne vézelay,clare valley-coonawarra,1.0,2.0,150930.0,150930.0,0.0
,wa,ms,439.0,217.0,21112.0,21112.0,0.0
,uganda,united kingdom,248.0,815.0,61626.0,61626.0,0.0
,san marino grand prix,japanese grand prix,26.0,34.0,997.0,997.0,0.0
,a100,parcel d,1.0,1.0,198900.0,198900.0,0.0
