,index,w1,w2,count1,count2,total1,total2,isDuplicate
6521,,PIZ,VET,1.0,1.0,842.0,842.0,0.0
6522,4420.0,morphological ID by Res. Associate,morphological ID b. Res. Associate,104.0,1.0,513373.0,513373.0,1.0
6523,,Togo,Fiji,46.0,46.0,9234.0,9234.0,0.0
6524,,New Jersey,Washington,48.0,80.0,2720.0,2720.0,0.0
6525,4459.0,GUAM,GU,138.0,223.0,374362.0,374362.0,1.0
6526,595.0,GEORGIA,GA,3703.0,8811.0,374362.0,374362.0,1.0
6527,,HKG,MEX,4.0,2.0,2031.0,2031.0,0.0
6528,,Iraq,British Virgin Islands,412.0,414.0,80583.0,80583.0,0.0
6529,,DUII,Fraud,2075.0,2920.0,80256.0,80256.0,0.0
6530,,Y01,Z14a,33.0,1.0,2150.0,2150.0,0.0
6531,,Master Purchase/Price Agreement,State Programs,1528.0,27842.0,346018.0,346018.0,0.0
6532,,Haiti,Yugoslavia,1.0,17.0,4572.0,4572.0,0.0
6533,,British Virgin Islands,Afghanistan,1.0,1.0,269.0,269.0,0.0
6534,,SO,SS,75.0,160.0,671205.0,671205.0,0.0
6535,,Oklahoma,Idaho,48.0,16.0,2720.0,2720.0,0.0
6536,,Government,Other,588.0,76.0,1518.0,1518.0,0.0
6537,,Administrative and support service activities (N),Fishing and aquaculture (03),10694.0,5735.0,320551.0,320551.0,0.0
6538,,Saint Vincent and the Grenadines,Ghana,16.0,4374.0,671205.0,671205.0,0.0
6539,3998.0,Corporate Attorney,CORPORATE ATTORNEY,139.0,77.0,374362.0,374362.0,1.0
6540,,NPAW11_3,DIA2_1,1740.0,4350.0,403984.0,403984.0,0.0
6541,,Latvia,Viet Nam,26.0,46.0,9237.0,9237.0,0.0
6542,,Massachusetts,Wisconsin,1128.0,890.0,48722.0,48722.0,0.0
6543,,Oud,MIDI Flute,160.0,8.0,806179.0,806179.0,0.0
6544,,"21,22","42,43",22.0,4.0,223379.0,223379.0,0.0
6545,,FRONT UNIT,WEST,10.0,8.0,198900.0,198900.0,0.0
6546,,HILLSIDE,PARKROSE,57.0,887.0,63279.0,63279.0,0.0
6547,,CA-DVBE CDVBE,CA-DVBE CA-MB CA-SB CDVBE SB SDVOSB,578.0,6.0,346018.0,346018.0,0.0
6548,,19,Turks and Caicos Islands,3.0,49.0,191325.0,191325.0,0.0
6549,,5,"3,8",18.0,1.0,258.0,258.0,0.0
6550,,a1050000000wf1H,a1050000002Vt8x,100.0,1.0,4861.0,4861.0,0.0
6551,,Portugal,Luxembourg,5322.0,9.0,150930.0,150930.0,0.0
6552,2893.0,"Human Resources, Training, and Labor Relations Specialists, All Other","Human Resources, Training, and Labor Relations Specialists, All Other*",5.0,105.0,374362.0,374362.0,1.0
6553,,Venezuela,Georgia,599.0,59.0,191325.0,191325.0,0.0
6554,3709.0,SHIH TZU CROSS,Shih-Tzu Cross,12.0,54.0,82545.0,82545.0,1.0
6555,,Germany,Australia,1.0,1.0,269.0,269.0,0.0
6556,,BRIDLEMILE,UNIVERSITY PARK,169.0,448.0,80256.0,80256.0,0.0
6557,,00801-5028,09067-3152,1.0,1.0,1973.0,1973.0,0.0
6558,,QATAR,BURKINA FASO,18.0,5.0,374362.0,374362.0,0.0
6559,,29/10/2010,15/03/2013,45.0,45.0,8190.0,8190.0,0.0
6560,,Apache/2.4.10,Apache/2.2.15 (CentOS),1.0,25.0,1781.0,1781.0,0.0
6561,,Yarra Ranges Shire Council,Banyule City Council,102.0,1861.0,34857.0,34857.0,0.0
6562,,Tools and General Machinery,Financial and Insurance Services,3639.0,1236.0,346018.0,346018.0,0.0
6563,,Imports of goods and services,Changes in inventories,9192.0,7481.0,81106.0,81106.0,0.0
6564,,South Africa,Argentina,3.0,27.0,4572.0,4572.0,0.0
6565,,Semester Membership,Annual Membership (Fort Worth Bike Sharing),900.0,266.0,649231.0,649231.0,0.0
6566,,MARKHAM,HOLLYWOOD,55.0,473.0,70964.0,70964.0,0.0
6567,,IRVINGTON,ASHCREEK,579.0,90.0,61779.0,61779.0,0.0
6568,,Sonoma,South Coast,11258.0,198.0,150930.0,150930.0,0.0
6569,,Kenya,United States,368.0,368.0,73645.0,73645.0,0.0
6570,,Z13,X16a,32.0,5.0,2150.0,2150.0,0.0
6571,,D123,HLDCSH,52.0,1.0,11106.0,11106.0,0.0
6572,,British Virgin Islands;Isle of Man,Canada;Colombia,9.0,1.0,2031.0,2031.0,0.0
6573,,MILL PARK,RALEIGH WEST,964.0,1.0,64618.0,64618.0,0.0
6574,,COG,MAF,1.0,1.0,269.0,269.0,0.0
6575,,Restroom,Activity Center,1036.0,150.0,5494.0,5494.0,0.0
6576,622.0,MN,MINNESOTA,1150.0,633.0,374362.0,374362.0,1.0
6577,,Gross capital formation,Exports of goods and services,9188.0,9213.0,81106.0,81106.0,0.0
6578,,general_government_final_consumption_expenditure,exports_of_goods_and_services,9188.0,9213.0,80583.0,80583.0,0.0
6579,,Nicaragua,Pakistan,1519.0,1519.0,401016.0,401016.0,0.0
6580,,District of Columbia,Hawaii,32.0,16.0,2720.0,2720.0,0.0
6581,,Sri Lanka,Greece,1527.0,4853.0,320551.0,320551.0,0.0
6582,,Achaia,Michigan,5.0,114.0,129971.0,129971.0,0.0
6583,,Arkansas,Arizona,310.0,1246.0,48722.0,48722.0,0.0
6584,,Ghana,Netherlands,4.0,32.0,4572.0,4572.0,0.0
6585,4387.0,Creativity Acting Writing Directing,Creative Writing,3.0,156.0,31212.0,31212.0,1.0
6586,,Friuli Isonzo,Vin de Pays de la Haute Vallée du Gassac,45.0,1.0,129971.0,129971.0,0.0
6587,,690,720,2345.0,1333.0,82958.0,82958.0,0.0
6588,,Information and communication,"Memorandum Item: FISIM, if distributed to uses",3017.0,127.0,68023.0,68023.0,0.0
6589,,Estonia,Uganda,234.0,414.0,79422.0,79422.0,0.0
6590,,Rhode Island,Michigan,49.0,328.0,10621.0,10621.0,0.0
6591,,Seychelles,Yemen,368.0,216.0,73646.0,73646.0,0.0
6592,,AR,WY,254.0,41.0,21112.0,21112.0,0.0
6593,,Liechtenstein,Honduras,80.0,1158.0,215337.0,215337.0,0.0
6594,,South America,Papunesia,1096.0,4841.0,18975.0,18975.0,0.0
6595,,NÌ_rburg,Kuala Lumpur,1.0,1.0,73.0,73.0,0.0
6596,,Sci-Fi & Fantasy,Music,4.0,19.0,602.0,602.0,0.0
6597,,"14,68","6,40",10.0,10.0,595971.0,595971.0,0.0
6598,,Guam,Virginia,5597.0,7386.0,403984.0,403984.0,0.0
6599,,3,Australia,11.0,10195.0,191325.0,191325.0,0.0
6600,,Pre-permit (Non-operational) / Re-inspection,Pre-permit (Operational) / Second Compliance Inspection,294.0,46.0,399918.0,399918.0,0.0
6601,,InterIntra,Inter,206.0,63.0,1518.0,1518.0,0.0
6602,,"CHINA,P.R.: MAINLAND","YEMEN, P.D. REP.",4051.0,76.0,884244.0,884244.0,0.0
6603,,"8,27","8,89",28.0,1.0,595971.0,595971.0,0.0
6604,,H,A,45512.0,23431.0,76636.0,76636.0,0.0
6605,,Zimbabwe,Cambodia,46.0,46.0,9234.0,9234.0,0.0
6606,,MOZAMBIQUE,PANAMA,2.0,33.0,374362.0,374362.0,0.0
6607,4402.0,Spirituality,Spiritualism,916.0,62.0,31212.0,31212.0,1.0
6608,,4,30,294.0,10.0,191325.0,191325.0,0.0
6609,,Ireland,Yemen,414.0,243.0,81106.0,81106.0,0.0
6610,,Mexico,USA,2.0,1.0,20.0,20.0,0.0
6611,,Machinery Rental,Personal Products Sales,131.0,3866.0,671205.0,671205.0,0.0
6612,3930.0,Attorney for Petitioner,Attorney for petitioner,50.0,39.0,374362.0,374362.0,1.0
6613,,Wk,Dr,9.0,3267.0,198900.0,198900.0,0.0
6614,,South Dakota,Oklahoma,24.0,24.0,1224.0,1224.0,0.0
6615,,23,25,6.0,18.0,100048.0,100048.0,0.0
6616,,A,N,109413.0,16440.0,374362.0,374362.0,0.0
6617,,inframe_insertion&splice_region_variant,start_lost,1.0,92.0,65188.0,65188.0,0.0
6618,,Mauritania,Somalia,12.0,1.0,2772.0,2772.0,0.0
6619,,Sandviken,Verona,2.0,4.0,4572.0,4572.0,0.0
6620,,ISR,JEY;GBR,2.0,1.0,2031.0,2031.0,0.0
6621,,W60,W20,1.0,5.0,73590.0,73590.0,0.0
6622,,Jacksonville,Seattle,16.0,16.0,2720.0,2720.0,0.0
6623,,San Marino,Spain,414.0,414.0,80583.0,80583.0,0.0
6624,,French Polynesia,Turkmenistan,414.0,208.0,79422.0,79422.0,0.0
6625,,Corporation,County,1.0,3.0,21112.0,21112.0,0.0
6626,,Aggravated Assault,Vandalism,2069.0,6960.0,70964.0,70964.0,0.0
6627,,customer service jobs,catering jobs,1548.0,1536.0,50000.0,50000.0,0.0
6628,,WFRS,"NVSS, Mortality",110.0,104.0,403984.0,403984.0,0.0
6629,,expired,filed,1370.0,12043.0,198900.0,198900.0,0.0
6630,,New Zealand,French,1.0,12.0,208.0,208.0,0.0
6631,,822,982,2642.0,719.0,61779.0,61779.0,0.0
6632,4325.0,Poli's Theatre,Poli Theater,6.0,12.0,806179.0,806179.0,1.0
6633,,Golden Schmoes Awards,Iowa Film Critics Awards,2.0,1.0,331.0,331.0,0.0
6634,3904.0,Associate Attorney,ASSOCIATE ATTORNEY,10327.0,408.0,374362.0,374362.0,1.0
6635,,gross_capital_formation,final_consumption_expenditure,9188.0,9234.0,81106.0,81106.0,0.0
6636,,Negroamaro,Tempranillo Blanco,80.0,9.0,129971.0,129971.0,0.0
6637,,AL,OR,820.0,254.0,21112.0,21112.0,0.0
6638,,South African,Monegasque,23.0,3.0,842.0,842.0,0.0
6639,,1,850,1.0,918.0,63279.0,63279.0,0.0
6640,,ALAMEDA,GRESHAM - MT. HOOD,170.0,2.0,63279.0,63279.0,0.0
6641,,Indonesia,Uganda,618.0,24.0,215337.0,215337.0,0.0
6642,3849.0,hnd,HND,14.0,2539.0,463231.0,463231.0,1.0
6643,,BEAVERTON - WEST SLOPE,GRESHAM - NORTH GRESHAM,2.0,10.0,64618.0,64618.0,0.0
6644,,38,Georgia,1.0,54.0,48269.0,48269.0,0.0
6645,,Palau,Micronesia (Federated States of),368.0,368.0,73645.0,73645.0,0.0
6646,,Education,Plus: Taxes on products,1081.0,2537.0,68023.0,68023.0,0.0
6647,,North Carolina,New Mexico,238.0,36.0,7930.0,7930.0,0.0
6648,3893.0,ATTORNEY / AGENT,AGENT/ATTORNEY,1.0,2.0,374362.0,374362.0,1.0
6649,,Burundi,Turkmenistan,368.0,208.0,73645.0,73645.0,0.0
6650,,Repositioning,Prep,73.0,11.0,740.0,740.0,0.0
6651,,HN,DZ,1.0,2258.0,2483304.0,2483304.0,0.0
6652,,fishing,transport_storage_and_communications,5024.0,10828.0,225363.0,225363.0,0.0
6653,4058.0,Immigration Lawyer,immigration lawyer,103.0,7.0,374362.0,374362.0,1.0
6654,,12,"12,17",247.0,1.0,227092.0,227092.0,0.0
6655,,Disorderly Conduct,Robbery,3809.0,1318.0,70964.0,70964.0,0.0
6656,2782.0,Poli Theater,Poli's Theatre,1.0,1.0,21607.0,21607.0,1.0
6657,,Median,Average Annual Crude Rate,2822.0,832.0,403984.0,403984.0,0.0
6658,,"Arts Council, California","State Hospitals, Department of",55.0,18968.0,346018.0,346018.0,0.0
6659,3913.0,"Associate -Fragomen, Del Rey, Bernsen & Loewy, LLP","Associate - Fragomen, Del Rey, Bernsen & Loewy LLP",13.0,52.0,374362.0,374362.0,1.0
6660,3799.0,White Swiss Shepard,White Swiss Shepherd,1.0,6.0,82545.0,82545.0,1.0
6661,,Month,Year,39.0,68950.0,374362.0,374362.0,0.0
6662,,Lithuania,Portugal,1.0,1.0,155.0,155.0,0.0
6663,,Massachusetts,New York,1.0,1.0,52.0,52.0,0.0
6664,,Belgium,Argentina,3.0,1.0,73.0,73.0,0.0
6665,,"4,11,14",6,1.0,167.0,100048.0,100048.0,0.0
6666,,Specialty Chemicals,Construction & Farm Machinery & Heavy Trucks,4.0,3.0,505.0,505.0,0.0
6667,,Nigeria,Sudan,12253.0,12018.0,165808.0,165808.0,0.0
6668,,1,Slovakia,32.0,618.0,61626.0,61626.0,0.0
6669,,Mexican Grand Prix,Brazilian Grand Prix,19.0,46.0,997.0,997.0,0.0
6670,,GIB,VGB;HKG;MYS,2.0,1.0,24957.0,24957.0,0.0
6671,4117.0,"Of-Counsel, Odin Feldman & Pittleman, PC","Of-Counsel, Odin Feldman & Pittleman PC",1.0,2.0,374362.0,374362.0,1.0
6672,4480.0,MARYLAND,MD,3275.0,2458.0,374362.0,374362.0,1.0
6673,,"4,4","5,9",13.0,5.0,258.0,258.0,0.0
6674,,"2,30","6,52",6.0,1.0,223379.0,223379.0,0.0
6675,,923,W21,783.0,2.0,63279.0,63279.0,0.0
6676,,MO,CO,516.0,336.0,21112.0,21112.0,0.0
6677,,South Sudan/Aweil Counties/Gogrial West County/Twic County,Ethiopia,1.0,1.0,1518.0,1518.0,0.0
6678,,GABON,YUGOSLAVIA,3.0,10.0,374362.0,374362.0,0.0
6679,,Mississippi,Georgia,13.0,50.0,910.0,910.0,0.0
6680,837.0,Caramel/White,White/Caramel,21.0,49.0,82545.0,82545.0,1.0
6681,,subspecies,class,1096.0,13798.0,513373.0,513373.0,0.0
6682,,TZS,HTG,5178.0,3384.0,671205.0,671205.0,0.0
6683,,Bahrain,Liechtenstein,46.0,46.0,9234.0,9234.0,0.0
6684,,Request for Dispute Assistance,Phone,382.0,643806.0,943111.0,943111.0,0.0
6685,,IA,LA,32.0,96.0,2720.0,2720.0,0.0
6686,,stop_retained_variant,intron_variant&non_coding_transcript_variant,9.0,1.0,65188.0,65188.0,0.0
6687,,Missouri,Hawaii,213.0,34.0,10621.0,10621.0,0.0
6688,,MO,MA,96.0,48.0,2720.0,2720.0,0.0
6689,,Johannesburg,Halmstad,15.0,2.0,4572.0,4572.0,0.0
6690,3284.0,Bull Terrier Cross,BULL TERRIER CROSS,4.0,1.0,82545.0,82545.0,1.0
6691,,Kidnap,Offenses Against Family,20.0,46.0,61497.0,61497.0,0.0
6692,,Azerbaijan Grand Prix,Russian Grand Prix,2.0,5.0,997.0,997.0,0.0
6693,,None,Associate's,22767.0,1681.0,374362.0,374362.0,0.0
6694,,South African,Canadian,3.0,2.0,208.0,208.0,0.0
6695,,chemical processing,orphanage,9.0,1.0,198900.0,198900.0,0.0
6696,,Upholsterers and related workers,Protective services workers n. e. c.,1.0,640.0,41544.0,41544.0,0.0
6697,,Nepal,France,1.0,1.0,269.0,269.0,0.0
6698,2969.0,Martinborough,Marlborough,261.0,1655.0,150930.0,150930.0,1.0
6699,,United Nations/(Bougainville),Solomon Islands,1.0,3.0,1518.0,1518.0,0.0
6700,18.0,AZ,ARIZONA,2153.0,1427.0,374362.0,374362.0,1.0
6701,,I-FORMULA,I-SYSTEMATIC,204.0,1687.0,571153.0,571153.0,0.0
6702,,352,SH,2.0,1.0,70964.0,70964.0,0.0
6703,,Democratic People's Republic of Korea,Serbia,276.0,208.0,73646.0,73646.0,0.0
6704,,ART1_3,NPAW17_0,4404.0,110.0,403984.0,403984.0,0.0
6705,,BHS,LTE,1519.0,1519.0,401016.0,401016.0,0.0
6706,,W11a,Y08,3.0,33.0,2150.0,2150.0,0.0
6707,,GRESHAM - NORTHWEST GRESH,GRESHAM - NORTH GRESHAM,2.0,12.0,59853.0,59853.0,0.0
6708,,Disorderly Conduct,Offenses Against Family,3988.0,89.0,80256.0,80256.0,0.0
6709,,Weber County,San Patricio County,1.0,1.0,910.0,910.0,0.0
6710,,Bhutan,Central African Rep.,2162.0,1902.0,1189482.0,1189482.0,0.0
6711,,final_consumption_expenditure,gross_fixed_capital_formation_including_acquisitions_less_disposals_of_valuables,9234.0,9188.0,80583.0,80583.0,0.0
6712,340.0,Automotive and Parts Mfg;Automotive Sales and Repair Services,Automotive and Parts Mfg Automotive Sales and Repair Services,3.0,1.0,22000.0,22000.0,1.0
6713,,Lebanon County,Worth County,1.0,1.0,910.0,910.0,0.0
6714,,dark,poison,29.0,32.0,801.0,801.0,0.0
6715,,"40,41","17,24",34.0,2.0,225363.0,225363.0,0.0
6716,,LCA,SAU,14.0,327.0,59228.0,59228.0,0.0
6717,,Dominican Republic,Sudan,10.0,18.0,2772.0,2772.0,0.0
6718,,"Plan A members are not covered by Social Security, Plan B members are covered by Social Security",Most plan members covered by Social Security (each participating district decides their own SS participation).,16.0,16.0,2720.0,2720.0,0.0
6719,,"6,151","60,83",1.0,14.0,595971.0,595971.0,0.0
6720,,Military Department,"Public Defender, State",1086.0,112.0,346018.0,346018.0,0.0
6721,,Cote D'Ivoire,Vietnam,1.0,687.0,15736.0,15736.0,0.0
6722,,Robbery,Stolen Property,1280.0,63.0,82958.0,82958.0,0.0
6723,944.0,Beige/Black,Beige & Black,8.0,4.0,82545.0,82545.0,1.0
6724,,Romania,Pakistan,414.0,414.0,80583.0,80583.0,0.0
6725,,exports_of_goods_and_services,final_consumption_expenditure,9213.0,9234.0,81106.0,81106.0,0.0
6726,,Crude Rate,Number,31311.0,32419.0,403984.0,403984.0,0.0
6727,,P02,J01,6.0,16.0,1420.0,1420.0,0.0
6728,,East Asia & Pacific (IDA & IBRD countries),South Africa,1.0,1.0,269.0,269.0,0.0
6729,,engineering jobs,law jobs,1858.0,1535.0,50000.0,50000.0,0.0
6730,,prints all numbers up to n,"prints ""Hello, World!"" n times",146.0,24408.0,25090.0,25090.0,0.0
6731,,San Diego,Texas,16.0,80.0,2720.0,2720.0,0.0
6732,987.0,CN,China,1.0,51.0,25090.0,25090.0,1.0
6733,,KEN,CHN,1.0,13.0,2031.0,2031.0,0.0
6734,,Statewide Contract,Services are specifically exempt by statute,63488.0,33045.0,346018.0,346018.0,0.0
6735,4397.0,Dance Dance Dance,Dancing,4.0,477.0,31212.0,31212.0,1.0
6736,3170.0,Anatolian Shepherd Dog,Anatolian Shephard Dog,2.0,1.0,82545.0,82545.0,1.0
6737,,R3W2,R1W5,33.0,33.0,2117.0,2117.0,0.0
6738,,Nauru,Cameroon,1519.0,1519.0,401016.0,401016.0,0.0
6739,3259.0,Bouvier Des Flandres,Bouvier des Flanders,2.0,2.0,82545.0,82545.0,1.0
6740,,equals_gross_domestic_product,general_government_final_consumption_expenditure,15434.0,14858.0,191325.0,191325.0,0.0
6741,,"5,6","9,9",7.0,1.0,258.0,258.0,0.0
6742,,I-love-the-New-Yorker-Magazine-in-SF,The-American-Writers-Museum,12.0,6.0,5807.0,5807.0,0.0
6743,,angora/persian,siamese/domestic shorthair,1.0,13.0,29421.0,29421.0,0.0
6744,,catering jobs,customer service jobs,1536.0,1548.0,50000.0,50000.0,0.0
6745,,GUINEA-BISSAU,LEBANON,1634.0,2537.0,884244.0,884244.0,0.0
6746,,Djembe,Toys,38.0,54.0,806179.0,806179.0,0.0
6747,,Securities Lending Rebates,Priv. Eq. Income,1.0,1.0,280.0,280.0,0.0
6748,,Switzerland,Chile,1.0,1.0,20.0,20.0,0.0
6749,,043A,006A,22.0,328.0,198900.0,198900.0,0.0
6750,3940.0,Attorney Representative,Attorney/Representative,108.0,58.0,374362.0,374362.0,1.0
6751,4140.0,"Partner, Attorney at Law",Partner/Attorney at Law,201.0,61.0,374362.0,374362.0,1.0
6752,,NO,AT,189.0,223.0,63465.0,63465.0,0.0
6753,,Armenia,Azerbaijan,8631.0,1945.0,671205.0,671205.0,0.0
6754,,"3,183",87,15.0,42.0,595971.0,595971.0,0.0
6755,968.0,Apricot Fawn,Apricot & Fawn,4.0,2.0,82545.0,82545.0,1.0
6756,,Faroe Islands,Sweden,16.0,3368.0,515738.0,515738.0,0.0
6757,,R1W1,R1X3,33.0,33.0,2117.0,2117.0,0.0
6758,,Cabo Verde,footnote_SeqID,728.0,29.0,320551.0,320551.0,0.0
6759,,mw2199.codfw.wmnet,Apache/2.4.23 (Unix) OpenSSL/0.9.8e-fips-rhel5 mod_bwlimited/1.4,1.0,1.0,1781.0,1781.0,0.0
6760,,Oklahoma,West Virginia,135.0,63.0,10621.0,10621.0,0.0
6761,3708.0,Shih-Tzu Cross,SHIH TZU CROSS,54.0,12.0,82545.0,82545.0,1.0
6762,,LAOS,SINGAPORE,8.0,218.0,374362.0,374362.0,0.0
6763,,Czech Republic,7,675.0,7.0,61626.0,61626.0,0.0
6764,,PV of ER normal cost,Interest Income,1.0,1.0,280.0,280.0,0.0
6765,,South Sudan,9,11.0,4.0,68023.0,68023.0,0.0
6766,,BUE,DIR,1.0,1.0,842.0,842.0,0.0
6767,,Long Island,California Other,771.0,3516.0,150930.0,150930.0,0.0
6768,,ALC3_0,NPAW11_1,4350.0,1740.0,403984.0,403984.0,0.0
6769,,Former Ethiopia,Botswana,24.0,46.0,9234.0,9234.0,0.0
6770,,CDN,RHFC,1425.0,333.0,610676.0,610676.0,0.0
6771,,Papua New Guinea,7,422.0,10.0,191325.0,191325.0,0.0
6772,,One-to-four family dwelling (other than manufactured housing),Manufactured housing,450406.0,14504.0,466566.0,466566.0,0.0
6773,,Kuwait,Botswana,46.0,46.0,9237.0,9237.0,0.0
6774,,Poison,Steel,28.0,27.0,800.0,800.0,0.0
6775,,Z16,R3Z2,33.0,33.0,2117.0,2117.0,0.0
6776,,Georgia,Former Ethiopia,234.0,192.0,81106.0,81106.0,0.0
6777,,San Francisco,Minneapolis,16.0,16.0,2720.0,2720.0,0.0
6778,,finance jobs,media digital creative jobs,1793.0,915.0,50000.0,50000.0,0.0
6779,,Won,2nd place,168.0,9.0,331.0,331.0,0.0
6780,,D.9,B.8n,16363.0,8193.0,215337.0,215337.0,0.0
6781,,ARE,GBR,1.0,1.0,269.0,269.0,0.0
6782,,Malaysian Grand Prix,Italian Grand Prix,19.0,69.0,997.0,997.0,0.0
6783,,L09,M01,2.0,10.0,1420.0,1420.0,0.0
6784,,Nebbiolo d'Alba,Gattinara,45.0,38.0,129971.0,129971.0,0.0
6785,,seal,buff,7.0,4.0,29421.0,29421.0,0.0
6786,,GUY,COD,119.0,120.0,21477.0,21477.0,0.0
6787,,MO,NE,15.0,15.0,626.0,626.0,0.0
6788,,equals_net_national_disposable_income,plus_taxes_less_subsidies_on_production_and_imports_from_the_rest_of_the_world,8404.0,243.0,215337.0,215337.0,0.0
6789,391.0,Real Estate/Property Management;Business Services - Other;Other/Not Classified,Real Estate/Property Management Business Services - Other Other/Not Classified,1.0,1.0,22000.0,22000.0,1.0
6790,,JO,IN,4167.0,11237.0,671205.0,671205.0,0.0
6791,,Trinidad and Tobago,Saint Kitts and Nevis,368.0,368.0,73646.0,73646.0,0.0
6792,3941.0,Attorney/Representative,Attorney Representative,58.0,108.0,374362.0,374362.0,1.0
6793,,NICARAGUA,GUINEA-BISSAU,18.0,1.0,374362.0,374362.0,0.0
6794,3895.0,Sr. Legal Asst,Senior Legal Asst,3.0,3.0,374362.0,374362.0,1.0
6795,,grass,steel,78.0,24.0,801.0,801.0,0.0
6796,,Belize,Angola,414.0,414.0,79422.0,79422.0,0.0
6797,661.0,SOUTH DAKOTA,SD,5.0,6.0,374362.0,374362.0,1.0
6798,,Homicide,Vandalism,27.0,5783.0,64618.0,64618.0,0.0
6799,,GL,MC,3.0,4.0,161.0,161.0,0.0
6800,,PARAGUAY,UNITED ARAB EMIRATES,16.0,138.0,374362.0,374362.0,0.0
6801,,Bosnia and Herzegovina,Canada,2.0,257.0,129971.0,129971.0,0.0
6802,,hotels_and_restaurants,wholesale_retail_trade_repair_of_motor_vehicles_motorcycles_and_personal_and_household_goods_hotels_and_restaurants,5912.0,10743.0,223379.0,223379.0,0.0
6803,,CN,5PM,463.0,3.0,24957.0,24957.0,0.0
6804,,ROCK,GLEN,67192.0,75825.0,3313625.0,3313625.0,0.0
6805,668.0,VA,VIRGINIA,5284.0,2734.0,374362.0,374362.0,1.0
6806,,"YEMEN, P.D. REP.","CHINA,P.R.: MAINLAND",76.0,4051.0,884244.0,884244.0,0.0
6807,,AZ,NJ,7747.0,7779.0,403984.0,403984.0,0.0
6808,,Azerbaijan,South Africa,14.0,61.0,15736.0,15736.0,0.0
6809,,RESDL/REAR,PH,1.0,2.0,198900.0,198900.0,0.0
6810,4321.0,Great Hall - City College,"Great Hall, City College of New York",221.0,607.0,806179.0,806179.0,1.0
6811,,Virginia,North Carolina,485.0,577.0,21112.0,21112.0,0.0
6812,,741,HP3,1047.0,6.0,61281.0,61281.0,0.0
6813,,478,327,10.0,14.0,10001.0,10001.0,0.0
6814,2751.0,Beethoven-Saal,Beethovenhalle,1.0,7.0,21607.0,21607.0,1.0
6815,,Y12b,X12b,1.0,1.0,2117.0,2117.0,0.0
6816,,EASTMORELAND,SUMNER,162.0,249.0,63279.0,63279.0,0.0
6817,,362,204,3.0,4.0,70964.0,70964.0,0.0
6818,,SD,VI,7680.0,5551.0,403984.0,403984.0,0.0
6819,,not applicable,dry cleaners,1.0,36.0,198900.0,198900.0,0.0
6820,,San Marino,Portugal,50.0,1078.0,61626.0,61626.0,0.0
6821,,R1Z6,X16b,33.0,5.0,2117.0,2117.0,0.0
6822,254.0,Open,open,1459.0,9.0,1518.0,1518.0,1.0
6823,,46,Qatar,1.0,274.0,215337.0,215337.0,0.0
6824,,Underserved,Business in a Box,62575.0,258.0,779092.0,779092.0,0.0
6825,,Italy,Greece,23478.0,884.0,150930.0,150930.0,0.0
6826,,GUAM,AGANA HEIGHTS,1.0,1.0,1973.0,1973.0,0.0
6827,,SIERRA LEONE,HAGATNA,1.0,27.0,1973.0,1973.0,0.0
6828,,Trinidad and Tobago,Mexico,46.0,46.0,9234.0,9234.0,0.0
6829,,construction_isic_f,transport_storage_and_communication_isic_i,9089.0,9043.0,72485.0,72485.0,0.0
6830,,PANAMA,MOZAMBIQUE,33.0,2.0,374362.0,374362.0,0.0
6831,2803.0,euro,Euro,2818.0,121517.0,320551.0,320551.0,1.0
6832,,Burkina Faso,Malaysia,130.0,496.0,48269.0,48269.0,0.0
6833,4475.0,LA,LOUISIANA,526.0,700.0,374362.0,374362.0,1.0
6834,,hotels_and_restaurants,plus_statistical_discrepancy,5698.0,373.0,225363.0,225363.0,0.0
6835,2870.0,"Teachers and Instructors, All Other","Teachers and Instructors, All Other*",28.0,4.0,374362.0,374362.0,1.0
6836,2745.0,Palace of Arts (Bela Bartók National Concert Hall),Palace of Arts  (Bela Bartók National Concert Hall),1.0,2.0,21607.0,21607.0,1.0
6837,,Chad,Uganda,732.0,5185.0,165808.0,165808.0,0.0
6838,,GBP,CAD,6900.0,3275.0,63465.0,63465.0,0.0
6839,,WOODLAWN,HAYDEN ISLAND,456.0,615.0,64618.0,64618.0,0.0
6840,577.0,ALABAMA,AL,107.0,185.0,374362.0,374362.0,1.0
6841,,LAFY,OAKL,48697.0,53384.0,3313625.0,3313625.0,0.0
6842,,Mauritania,Barbados,683.0,16.0,151623.0,151623.0,0.0
6843,,313,533,17.0,12.0,10001.0,10001.0,0.0
6844,,Sunday,Saturday,4468.0,5151.0,29421.0,29421.0,0.0
6845,,830,W31,3122.0,2.0,61497.0,61497.0,0.0
6846,,Z14a,X05,1.0,33.0,2117.0,2117.0,0.0
6847,,Cayman Islands,Cuba,368.0,368.0,73646.0,73646.0,0.0
6848,2753.0,Shubert Theater,Shubert-Majestic Theatre,1.0,5.0,21607.0,21607.0,1.0
6849,,Comoros,Mongolia,54.0,756.0,151623.0,151623.0,0.0
6850,,570,142,914.0,1.0,63279.0,63279.0,0.0
6851,,PE,FR,1861.0,13442.0,2483304.0,2483304.0,0.0
6852,4162.0,PRESIDENT/ ALCC,PRESIDENT/ALCC,14.0,4.0,374362.0,374362.0,1.0
6853,,Spain,Samoa,1519.0,1519.0,401016.0,401016.0,0.0
